,url,Title,http_Request,API_endpoint,Code
32,https://apidocs.document360.com/apidocs/delete-reader,Deletes a reader from the project,DELETE,/v2/Readers/{readerId},"curl --request DELETE \
  --url https://apihub.document360.io/v2/Readers/%7BreaderId%7D \
  --header 'accept: application/json' \
  --header 'api_token: REPLACE_KEY_VALUE'

"
33,https://apidocs.document360.com/apidocs/add-reader,Add a new reader,POST,/v2/Readers,"{
 ""first_name"": ""string"",
 ""last_name"": ""string"",
 ""email_id"": ""string"",
 ""associated_reader_groups"": [
  ""string""
 ],
 ""access_scope"": {
  ""access_level"": 1,
  ""categories"": [


    ""category_id"": ""string"",
    ""language_code"": ""string""
   }
  ],
  ""project_versions"": [
   ""string""
  ],
curl --request POST \
  --url https://apihub.document360.io/v2/Readers \
  --header 'accept: application/json' \
  --header 'api_token: REPLACE_KEY_VALUE' \
  --header 'content-type: application/json-patch+json' \
  --data '{
 ""first_name"": ""string"",
 ""last_name"": ""string"",
 ""email_id"": ""string"",
 ""associated_reader_groups"": [


 ""access_scope"": {
  ""access_level"": 1,
  ""categories"": [
   {
    ""project_version_id"": ""string"",
    ""category_id"": ""string"",
    ""language_code"": ""string""


"
34,https://apidocs.document360.com/apidocs/get-article-by-version,Gets article by a version number,GET,/v2/Articles/{articleId}/{langCode}/versions/{versionNumber},"curl --request GET \
  --url 'https://apihub.document360.io/v2/Articles/%7BarticleId%7D/en/versions/%7BversionNumber%7D?isForDisplay=False&appendSASToken=True' \
  --header 'accept: application/json' \
  --header 'api_token: REPLACE_KEY_VALUE'

"
35,https://apidocs.document360.com/apidocs/search-inside-project-version,Searches for a phrase inside project version,GET,/v2/ProjectVersions/{projectVersionId}/{langCode},"curl --request GET \
  --url 'https://apihub.document360.io/v2/ProjectVersions/%7BprojectVersionId%7D/en?page=0&hitsPerPage=10' \
  --header 'accept: application/json' \
  --header 'api_token: REPLACE_KEY_VALUE'

"
36,https://apidocs.document360.com/apidocs/get-all-api-reference-logs,Get all API reference logs,GET,/v2/APIReferences/{apiReferenceId}/Logs,"curl --request GET \
  --url 'https://apihub.document360.io/v2/APIReferences/%7BapiReferenceId%7D/Logs?page=1&resultsPerPage=5' \
  --header 'accept: application/json' \
  --header 'api_token: REPLACE_KEY_VALUE'

"
37,https://apidocs.document360.com/apidocs/update-reader,Updates a reader,PUT,/v2/Readers/{readerId},"{
 ""first_name"": ""string"",
 ""last_name"": ""string"",
 ""associated_reader_groups"": [
  ""string""
 ],
 ""access_scope"": {
  ""access_level"": 1,
  ""categories"": [
   {


    ""language_code"": ""string""
   }
  ],
  ""project_versions"": [
   ""string""
  ],
  ""languages"": [
curl --request PUT \
  --url https://apihub.document360.io/v2/Readers/%7BreaderId%7D \
  --header 'accept: application/json' \
  --header 'api_token: REPLACE_KEY_VALUE' \
  --header 'content-type: application/json-patch+json' \
  --data '{
 ""first_name"": ""string"",
 ""last_name"": ""string"",
 ""associated_reader_groups"": [
  ""string""


  ""access_level"": 1,
  ""categories"": [
   {
    ""project_version_id"": ""string"",
    ""category_id"": ""string"",
    ""language_code"": ""string""
   }


"
38,https://apidocs.document360.com/apidocs/get-article-settings,Gets settings for the article,GET,/v2/Articles/{articleId}/{langCode}/settings,"curl --request GET \
  --url https://apihub.document360.io/v2/Articles/%7BarticleId%7D/en/settings \
  --header 'accept: application/json' \
  --header 'api_token: REPLACE_KEY_VALUE'

"
39,https://apidocs.document360.com/apidocs/project-version-categories,Gets list of categories within project version,GET,/v2/ProjectVersions/{projectVersionId}/categories,"curl --request GET \
  --url 'https://apihub.document360.io/v2/ProjectVersions/%7BprojectVersionId%7D/categories?includeCategoryDescription=False' \
  --header 'accept: application/json' \
  --header 'api_token: REPLACE_KEY_VALUE'

"
40,https://apidocs.document360.com/apidocs/get-errors-and-alerts-of-a-log,Get errors and alerts of a log,GET,/v2/APIReferences/{apiReferenceId}/Logs/{logId},"curl --request GET \
  --url https://apihub.document360.io/v2/APIReferences/%7BapiReferenceId%7D/Logs/%7BlogId%7D \
  --header 'accept: application/json' \
  --header 'api_token: REPLACE_KEY_VALUE'

"
41,https://apidocs.document360.com/apidocs/bulk-publish-articles,Publishes multiple articles,POST,/v2/Articles/bulkpublish/{langCode},"[
 {
  ""article_id"": ""string"",
  ""user_id"": ""string"",
  ""version_number"": 1,
  ""publish_message"": ""string""
 }
]
curl --request POST \
  --url https://apihub.document360.io/v2/Articles/bulkpublish/en \
  --header 'accept: application/json' \
  --header 'api_token: REPLACE_KEY_VALUE' \
  --header 'content-type: application/json-patch+json' \
  --data '[
 {
  ""article_id"": ""string"",
  ""user_id"": ""string"",
  ""version_number"": 1,


]'


"
42,https://apidocs.document360.com/apidocs/project-version-articles,Gets list of articles within project version,GET,/v2/ProjectVersions/{projectVersionId}/articles,"curl --request GET \
  --url https://apihub.document360.io/v2/ProjectVersions/%7BprojectVersionId%7D/articles \
  --header 'accept: application/json' \
  --header 'api_token: REPLACE_KEY_VALUE'

"
43,https://apidocs.document360.com/apidocs/publishes-an-api-reference,Publishes an API reference,POST,/v2/APIReferences/publish,"{
 ""api_reference_id"": ""string"",
 ""project_version_id"": ""string"",
 ""user_id"": ""string""
}
curl --request POST \
  --url https://apihub.document360.io/v2/APIReferences/publish \
  --header 'accept: application/json' \
  --header 'api_token: REPLACE_KEY_VALUE' \
  --header 'content-type: application/json-patch+json' \
  --data '{
 ""api_reference_id"": ""string"",
 ""project_version_id"": ""string"",
 ""user_id"": ""string""
}'


"
44,https://apidocs.document360.com/apidocs/add-an-article,Adds an article to an existing category,POST,/v2/Articles,"{
 ""title"": ""string"",
 ""content"": ""string"",
 ""category_id"": ""string"",
 ""project_version_id"": ""string"",
 ""order"": 1,
 ""user_id"": ""string"",
 ""content_type"": 1
}
curl --request POST \
  --url https://apihub.document360.io/v2/Articles \
  --header 'accept: application/json' \
  --header 'api_token: REPLACE_KEY_VALUE' \
  --header 'content-type: application/json-patch+json' \
  --data '{
 ""title"": ""string"",
 ""content"": ""string"",
 ""category_id"": ""string"",
 ""project_version_id"": ""string"",


 ""content_type"": 1
}'


"
45,https://apidocs.document360.com/apidocs/gets-list-of-api-reference-within-project-version,Gets list of api reference within project version,GET,/v2/ProjectVersions/{projectVersionId}/apireferences,"curl --request GET \
  --url https://apihub.document360.io/v2/ProjectVersions/%7BprojectVersionId%7D/apireferences \
  --header 'accept: application/json' \
  --header 'api_token: REPLACE_KEY_VALUE'

"
46,https://apidocs.document360.com/apidocs/import-the-api-reference-spec-file,Import the API reference spec file,POST,/v2/APIReferences,"curl --request POST \
  --url https://apihub.document360.io/v2/APIReferences \
  --header 'accept: application/json' \
  --header 'api_token: REPLACE_KEY_VALUE' \
  --header 'content-type: multipart/form-data'

"
47,https://apidocs.document360.com/apidocs/bulk-add-articles,Adds multiple articles,POST,/v2/Articles/bulkcreate,"[
 {
  ""title"": ""string"",
  ""content"": ""string"",
  ""category_id"": ""string"",
  ""project_version_id"": ""string"",
  ""order"": 1,
  ""user_id"": ""string"",
  ""content_type"": 1
 }

curl --request POST \
  --url https://apihub.document360.io/v2/Articles/bulkcreate \
  --header 'accept: application/json' \
  --header 'api_token: REPLACE_KEY_VALUE' \
  --header 'content-type: application/json-patch+json' \
  --data '[
 {
  ""title"": ""string"",
  ""content"": ""string"",
  ""category_id"": ""string"",


  ""user_id"": ""string"",
  ""content_type"": 1
 }
]'


"
48,https://apidocs.document360.com/apidocs/resync-the-api-reference-spec-file,Resync the API reference spec file,PUT,/v2/APIReferences,"curl --request PUT \
  --url https://apihub.document360.io/v2/APIReferences \
  --header 'accept: application/json' \
  --header 'api_token: REPLACE_KEY_VALUE' \
  --header 'content-type: multipart/form-data'

"
49,https://apidocs.document360.com/apidocs/publish-an-article,Publishes an article with an id,POST,/v2/Articles/{articleId}/{langCode}/publish,"{
 ""user_id"": ""string"",
 ""version_number"": 1,
 ""publish_message"": ""string""
}
curl --request POST \
  --url https://apihub.document360.io/v2/Articles/%7BarticleId%7D/en/publish \
  --header 'accept: application/json' \
  --header 'api_token: REPLACE_KEY_VALUE' \
  --header 'content-type: application/json-patch+json' \
  --data '{
 ""user_id"": ""string"",
 ""version_number"": 1,
 ""publish_message"": ""string""
}'


"
50,https://apidocs.document360.com/apidocs/deletes-an-api-reference,Deletes an API reference,DELETE,/v2/APIReferences,"curl --request DELETE \
  --url https://apihub.document360.io/v2/APIReferences \
  --header 'accept: application/json' \
  --header 'api_token: REPLACE_KEY_VALUE'

"
51,https://apidocs.document360.com/apidocs/update-article-settings,Updates settings for the article,PUT,/v2/Articles/{articleId}/{langCode}/settings,"{
 ""slug"": ""string"",
 ""seo_title"": ""string"",
 ""description"": ""string"",
 ""allow_comments"": true,
 ""show_table_of_contents"": true,
 ""tags"": [
  ""string""
 ],
 ""status_indicator"": 1,


 ""related_articles"": [
  ""string""
 ],
 ""content_type"": 1
}
curl --request PUT \
  --url https://apihub.document360.io/v2/Articles/%7BarticleId%7D/en/settings \
  --header 'accept: application/json' \
  --header 'api_token: REPLACE_KEY_VALUE' \
  --header 'content-type: application/json-patch+json' \
  --data '{
 ""slug"": ""string"",
 ""seo_title"": ""string"",
 ""description"": ""string"",
 ""allow_comments"": true,


  ""string""
 ],
 ""status_indicator"": 1,
 ""status_indicator_expiry_date"": ""string"",
 ""exclude_from_search"": true,
 ""related_articles"": [
  ""string""


"
52,https://apidocs.document360.com/apidocs/fork-an-article,Forks an article with an id,PUT,/v2/Articles/{articleId}/fork,"{
 ""version_number"": 1,
 ""user_id"": ""string"",
 ""lang_code"": ""string""
}
curl --request PUT \
  --url https://apihub.document360.io/v2/Articles/%7BarticleId%7D/fork \
  --header 'accept: application/json' \
  --header 'api_token: REPLACE_KEY_VALUE' \
  --header 'content-type: application/json-patch+json' \
  --data '{
 ""version_number"": 1,
 ""user_id"": ""string"",
 ""lang_code"": ""string""
}'


"
